10,141,183,131,175,94,207,NaN,NaN
20,141,181,132,174,95,207,NaN,NaN
34,141,183,131,174,95,206,NaN,NaN
63,141,182,132,174,95,207,NaN,NaN
91,142,183,131,175,95,207,NaN,NaN
118,143,183,131,176,95,207,NaN,NaN
148,142,181,132,175,95,207,NaN,NaN
177,144,183,131,174,95,206,NaN,NaN
206,141,182,131,174,96,209,NaN,NaN
235,144,182,133,176,96,206,NaN,NaN
265,142,182,131,174,98,209,NaN,NaN
293,143,182,130,176,98,207,NaN,NaN
322,144,182,131,174,96,208,NaN,NaN
352,144,182,131,177,100,208,NaN,NaN
381,143,180,131,175,96,208,NaN,NaN
411,142,180,131,174,98,208,NaN,NaN
440,141,181,131,176,99,208,NaN,NaN
470,143,180,131,174,99,208,NaN,NaN
498,142,181,133,176,100,210,NaN,NaN
529,147,178,136,179,104,211,NaN,NaN
559,151,174,140,187,108,214,NaN,NaN
588,156,171,143,194,113,214,NaN,NaN
619,157,166,147,199,115,216,NaN,NaN
649,157,165,148,199,116,215,NaN,NaN
679,156,165,148,198,118,214,NaN,NaN
709,152,163,146,197,118,214,NaN,NaN
740,150,164,144,196,118,214,NaN,NaN
770,145,166,136,192,115,210,NaN,NaN
800,141,169,128,186,111,209,NaN,NaN
830,139,171,125,178,111,204,NaN,NaN
860,135,172,123,177,114,202,NaN,NaN
890,135,171,120,175,118,203,NaN,NaN
920,137,173,117,178,126,199,NaN,NaN
951,137,173,116,183,135,201,NaN,NaN
980,136,173,117,191,139,201,NaN,NaN
1011,139,175,118,200,143,200,NaN,NaN
1042,138,174,118,207,144,200,NaN,NaN
1074,139,175,118,208,139,199,NaN,NaN
1104,138,173,117,209,129,200,NaN,NaN
1136,140,175,118,204,126,199,NaN,NaN
1167,140,175,117,197,127,197,NaN,NaN
1199,142,176,120,187,122,199,NaN,NaN
1229,144,175,121,186,121,195,NaN,NaN
1261,145,175,120,187,121,195,NaN,NaN
1292,145,176,123,187,118,197,NaN,NaN
1323,146,174,122,186,119,194,NaN,NaN
1354,149,177,124,187,120,194,NaN,NaN
1385,150,177,126,186,120,195,NaN,NaN
1417,151,177,123,183,116,192,NaN,NaN
1447,152,175,124,180,112,192,NaN,NaN
1479,152,175,124,179,112,192,NaN,NaN
1510,152,175,124,179,112,192,NaN,NaN
1542,152,175,124,177,112,192,NaN,NaN
1572,153,175,125,176,110,190,NaN,NaN
1604,153,175,125,175,108,191,NaN,NaN
1635,152,175,123,175,107,190,NaN,NaN
1667,153,173,125,175,108,192,NaN,NaN
1697,152,174,126,175,106,191,NaN,NaN
1729,153,174,125,175,107,194,NaN,NaN
1760,152,175,127,176,109,191,NaN,NaN
1790,152,174,127,177,108,195,NaN,NaN
1822,153,175,126,176,108,193,NaN,NaN
1853,151,175,127,177,108,191,NaN,NaN
1885,151,175,130,175,108,195,NaN,NaN
1915,153,177,130,180,108,193,NaN,NaN
1947,153,176,129,179,110,191,NaN,NaN
1978,153,175,130,180,109,191,NaN,NaN
2010,153,175,131,179,109,192,NaN,NaN
2040,154,176,131,179,110,192,NaN,NaN
2072,153,175,132,177,111,193,NaN,NaN
2103,153,177,132,180,111,193,NaN,NaN
2135,153,176,130,181,110,193,NaN,NaN
2165,156,176,131,184,110,193,NaN,NaN
2197,155,178,132,180,111,193,NaN,NaN
2228,150,177,131,180,109,192,NaN,NaN
2259,148,176,129,178,108,194,NaN,NaN
2290,149,176,130,179,107,196,NaN,NaN
2321,150,177,130,178,105,197,NaN,NaN
2353,145,177,129,176,104,197,NaN,NaN
2383,146,178,128,175,104,204,NaN,NaN
2415,147,178,130,173,99,206,NaN,NaN
2445,146,177,128,170,99,208,NaN,NaN
2476,144,178,126,169,98,208,NaN,NaN
2505,143,177,127,168,96,210,NaN,NaN
2536,138,177,126,167,97,212,NaN,NaN
2566,139,179,125,165,92,212,NaN,NaN
2596,141,178,126,167,92,213,NaN,NaN
2626,137,179,125,166,92,215,NaN,NaN
2656,139,179,123,165,87,213,NaN,NaN
2686,139,179,122,165,87,212,NaN,NaN
2716,137,181,122,163,87,216,NaN,NaN
2747,139,180,120,165,86,214,NaN,NaN
2777,140,180,119,164,86,213,NaN,NaN
2807,140,180,120,163,86,214,NaN,NaN
2837,139,180,120,163,88,214,NaN,NaN
2868,139,181,120,162,86,213,NaN,NaN
2897,140,182,122,162,86,215,NaN,NaN
2928,141,181,120,164,87,215,NaN,NaN
2958,141,182,121,165,88,216,NaN,NaN
2988,140,182,121,165,87,217,NaN,NaN
3018,141,182,123,164,88,216,NaN,NaN
3048,143,181,121,164,91,215,NaN,NaN
3079,142,183,122,167,88,216,NaN,NaN
3108,145,181,122,166,87,217,NaN,NaN
3139,145,180,123,168,88,217,NaN,NaN
3169,145,181,123,169,90,215,NaN,NaN
3200,145,181,124,169,89,217,NaN,NaN
3229,145,180,124,170,91,215,NaN,NaN
3260,144,182,125,171,89,215,NaN,NaN
3290,145,181,125,173,90,214,NaN,NaN
3319,145,181,125,172,90,211,NaN,NaN
3350,145,182,127,173,91,213,NaN,NaN
3380,146,181,129,175,91,213,NaN,NaN
3410,145,182,130,173,93,211,NaN,NaN
3440,145,182,131,175,95,213,NaN,NaN
3471,146,181,130,176,94,209,NaN,NaN
3501,145,180,131,176,94,210,NaN,NaN
3531,145,180,131,174,95,211,NaN,NaN
3561,145,182,130,177,95,214,NaN,NaN
3592,145,181,132,176,95,212,NaN,NaN
3621,147,183,131,178,96,211,NaN,NaN
3651,146,182,130,176,96,211,NaN,NaN
3682,146,180,131,178,97,211,NaN,NaN
3712,148,183,132,177,96,210,NaN,NaN
3742,147,181,132,177,95,210,NaN,NaN
3772,148,181,132,178,95,211,NaN,NaN
3803,148,182,132,177,97,211,NaN,NaN
3832,148,183,134,177,96,209,NaN,NaN
3863,148,183,133,178,96,209,NaN,NaN
3893,149,183,133,176,96,209,NaN,NaN
3923,149,182,132,176,96,211,NaN,NaN
3953,148,184,132,177,96,209,NaN,NaN
3983,151,182,133,178,97,208,NaN,NaN
4014,151,183,134,177,98,209,NaN,NaN
4043,150,187,198,162,201,109,205,NaN
10982,183,194,164,194,102,203,NaN,NaN
11014,177,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,138,179,134,184,107,205,NaN,NaN
20,136,179,134,184,105,205,NaN,NaN
36,137,178,135,178,105,205,NaN,NaN
66,134,178,132,177,102,204,NaN,NaN
95,133,179,134,174,102,205,NaN,NaN
123,133,181,134,173,104,205,NaN,NaN
154,133,178,132,173,101,206,NaN,NaN
184,133,180,131,173,103,207,NaN,NaN
215,134,179,133,172,102,208,NaN,NaN
244,133,178,132,173,103,205,NaN,NaN
275,133,178,133,173,102,206,NaN,NaN
305,130,177,132,173,101,206,NaN,NaN
335,134,178,131,171,102,207,NaN,NaN
365,131,179,133,172,100,207,NaN,NaN
396,133,178,132,172,102,207,NaN,NaN
425,134,178,131,171,100,208,NaN,NaN
455,133,178,130,169,100,209,NaN,NaN
486,135,180,129,170,99,211,NaN,NaN
515,134,178,129,171,99,210,NaN,NaN
544,136,181,131,169,99,213,NaN,NaN
573,134,181,130,169,98,212,NaN,NaN
603,136,182,130,169,98,215,NaN,NaN
631,135,181,131,171,95,215,NaN,NaN
660,138,183,133,170,95,216,NaN,NaN
690,137,183,130,170,95,216,NaN,NaN
718,141,185,131,171,96,219,NaN,NaN
748,140,184,131,173,96,218,NaN,NaN
777,143,186,132,173,97,218,NaN,NaN
806,143,186,132,174,99,218,NaN,NaN
835,144,187,133,176,98,218,NaN,NaN
865,147,185,134,178,97,217,NaN,NaN
893,147,186,133,180,99,217,NaN,NaN
922,150,185,135,180,100,217,NaN,NaN
953,153,184,134,182,104,218,NaN,NaN
983,151,185,137,183,100,217,NaN,NaN
1013,152,185,135,186,102,210,NaN,NaN
1044,150,184,139,186,99,215,NaN,NaN
1075,154,185,137,187,103,212,NaN,NaN
1105,152,185,139,186,105,211,NaN,NaN
1137,155,185,139,186,105,211,NaN,NaN
1168,155,185,141,186,107,212,NaN,NaN
1200,155,184,141,185,108,210,NaN,NaN
1230,155,186,140,187,107,210,NaN,NaN
1262,154,185,141,189,107,210,NaN,NaN
1293,153,187,143,184,107,210,NaN,NaN
1324,150,186,142,185,108,210,NaN,NaN
1355,147,185,140,182,108,209,NaN,NaN
1386,146,185,139,179,105,209,NaN,NaN
1418,142,184,139,178,103,210,NaN,NaN
1448,141,181,138,174,102,210,NaN,NaN
1480,141,181,136,174,102,209,NaN,NaN
1511,137,182,136,171,101,211,NaN,NaN
1543,137,181,135,171,101,210,NaN,NaN
1573,136,180,134,173,101,210,NaN,NaN
1605,136,182,134,171,100,210,NaN,NaN
1636,137,180,137,171,100,211,NaN,NaN
1668,138,179,135,171,100,211,NaN,NaN
1698,135,179,135,171,102,212,NaN,NaN
1730,136,179,136,170,99,213,NaN,NaN
1760,137,180,134,171,100,215,NaN,NaN
1790,137,180,135,171,98,214,NaN,NaN
1821,136,180,135,170,99,213,NaN,NaN
1851,135,180,135,170,100,214,NaN,NaN
1883,137,179,135,174,99,216,NaN,NaN
1912,137,182,136,170,99,216,NaN,NaN
1943,139,179,135,170,100,216,NaN,NaN
1974,137,181,134,170,99,218,NaN,NaN
2004,138,181,135,170,100,217,NaN,NaN
2035,138,181,136,171,99,215,NaN,NaN
2066,137,182,135,170,98,215,NaN,NaN
2096,139,181,136,172,99,217,NaN,NaN
2126,139,180,136,172,100,214,NaN,NaN
2157,141,180,135,171,99,217,NaN,NaN
2187,139,181,135,172,101,215,NaN,NaN
2219,142,181,136,172,98,217,NaN,NaN
2248,141,182,135,175,98,219,NaN,NaN
2279,142,184,135,172,98,217,NaN,NaN
2309,143,184,135,174,97,220,NaN,NaN
2339,143,182,135,175,98,216,NaN,NaN
2369,143,184,134,175,97,214,NaN,NaN
2400,144,185,135,177,97,216,NaN,NaN
2429,145,184,136,178,96,217,NaN,NaN
2460,145,185,137,176,95,216,NaN,NaN
2490,145,184,135,177,98,214,NaN,NaN
2520,144,185,135,178,97,213,NaN,NaN
2550,145,183,136,178,97,213,NaN,NaN
2580,144,183,135,179,97,215,NaN,NaN
2611,144,185,135,179,96,214,NaN,NaN
2640,143,184,136,178,97,214,NaN,NaN
2671,143,184,136,180,99,213,NaN,NaN
2701,144,183,136,179,99,212,NaN,NaN
2732,143,184,136,181,99,212,NaN,NaN
2761,144,184,136,180,100,212,NaN,NaN
2793,145,183,137,180,100,212,NaN,NaN
2824,144,184,136,181,99,212,NaN,NaN
2853,143,183,137,179,100,214,NaN,NaN
2885,144,182,137,180,100,213,NaN,NaN
2916,146,184,138,181,102,213,NaN,NaN
2948,146,184,138,183,102,212,NaN,NaN
2978,148,184,139,179,105,212,NaN,NaN
3010,148,184,140,182,103,213,NaN,NaN
3041,149,184,140,185,105,213,NaN,NaN
3073,148,185,138,183,107,211,NaN,NaN
3103,149,183,141,183,107,213,NaN,NaN
3135,150,184,140,183,106,213,NaN,NaN
3166,149,184,140,181,105,213,NaN,NaN
3197,149,185,141,180,108,210,NaN,NaN
3228,149,183,141,181,106,211,NaN,NaN
3260,151,184,141,179,106,211,NaN,NaN
3291,151,184,141,179,103,212,NaN,NaN
3321,149,184,141,178,109,214,NaN,NaN
3353,150,184,139,177,105,213,NaN,NaN
3384,150,185,138,177,103,215,NaN,NaN
3416,151,183,137,179,105,214,NaN,NaN
3446,149,183,138,178,104,213,NaN,NaN
3478,152,184,138,178,105,214,NaN,NaN
3509,150,185,139,177,103,215,NaN,NaN
3540,152,184,137,179,105,212,NaN,NaN
3571,154,184,139,179,104,211,NaN,NaN
3603,153,183,138,181,105,213,NaN,NaN
3634,154,184,140,180,105,214,NaN,NaN
3665,154,185,139,179,106,215,NaN,NaN
3696,156,186,139,179,105,215,NaN,NaN
3728,153,187,138,181,104,216,NaN,NaN
3759,155,185,139,180,103,217,NaN,NaN
3790,154,188,138,182,103,217,NaN,NaN
3821,155,187,139,182,102,216,NaN,NaN
3852,154,187,140,181,103,214,NaN,NaN
3884,154,186,139,182,102,214,NaN,NaN
3914,153,186,139,182,101,214,NaN,NaN
3946,154,185,140,183,102,214,NaN,NaN
3977,155,185,139,183,103,216,NaN,NaN
4008,155,186,139,185,101,213,NaN,NaN
4039,153,186,141,183,103,214,NaN,NaN
4071,153,185,137,181,103,216,NaN,NaN
4102,152,186,142,180,106,213,NaN,NaN
4133,153,184,140,182,103,213,NaN,NaN
4164,151,186,141,183,104,212,NaN,NaN
4196,152,184,140,183,105,214,NaN,NaN
4227,153,185,142,184,104,215,NaN,NaN
4258,153,186,140,183,106,212,NaN,NaN
4289,153,186,140,183,105,212,NaN,NaN
4320,152,186,141,183,105,211,NaN,NaN
4352,153,184,144,183,106,211,NaN,NaN
4382,152,187,141,183,104,213,NaN,NaN
4414,152,185,140,182,104,211,NaN,NaN
4445,153,186,141,184,105,210,NaN,NaN
4476,152,187,142,183,106,212,NaN,NaN
4507,154,185,142,186,106,213,NaN,NaN
4539,155,186,144,186,105,214,NaN,NaN
4570,155,185,142,183,106,214,NaN,NaN
4601,154,188,141,185,103,213,NaN,NaN
4632,152,184,142,182,110,214,NaN,NaN
4664,155,186,143,183,107,214,NaN,NaN
4695,156,186,142,184,106,213,NaN,NaN
4726,156,186,142,183,105,212,NaN,NaN
4757,155,186,141,184,104,211,NaN,NaN
4789,155,186,143,181,106,211,NaN,NaN
4819,155,186,141,183,106,213,NaN,NaN
4850,156,186,141,184,107,212,NaN,NaN
4882,156,185,142,181,107,211,NaN,NaN
4913,156,187,141,181,105,214,NaN,NaN
4944,155,187,141,183,104,212,NaN,NaN
4975,156,186,141,182,104,213,NaN,NaN
5007,155,187,141,182,106,211,NaN,NaN
5038,156,186,142,183,107,212,NaN,NaN
5069,156,188,142,183,103,216,NaN,NaN
5100,157,190,140,183,104,214,NaN,NaN
5132,156,188,143,184,105,214,NaN,NaN
5163,158,188,139,183,104,215,NaN,NaN
5194,155,187,142,184,103,213,NaN,NaN
5225,159,187,143,183,104,215,NaN,NaN
5257,158,187,141,183,104,215,NaN,NaN
5287,156,187,141,183,104,215,NaN,NaN
5318,157,187,142,183,104,215,NaN,NaN
5350,157,187,142,183,105,216,NaN,NaN
5381,155,187,141,182,104,216,NaN,NaN
5412,154,186,142,182,103,215,NaN,NaN
5443,155,187,141,185,104,214,NaN,NaN
5475,155,188,140,183,105,214,NaN,NaN
5506,156,187,141,185,104,213,NaN,NaN
5537,155,186,143,185,105,212,NaN,NaN
5568,155,186,142,183,106,212,NaN,NaN
5600,156,185,141,185,103,213,NaN,NaN
5630,155,186,141,184,104,210,NaN,NaN
5662,154,187,144,186,102,211,NaN,NaN
5693,154,187,144,185,104,211,NaN,NaN
5725,154,186,143,184,105,210,NaN,NaN
5755,157,186,143,186,104,210,NaN,NaN
5787,156,185,143,185,104,210,NaN,NaN
5818,155,185,144,184,106,209,NaN,NaN
5849,156,187,144,184,105,210,NaN,NaN
5880,155,186,143,184,104,212,NaN,NaN
5911,157,186,142,186,103,214,NaN,NaN
5943,156,186,142,185,103,212,NaN,NaN
5974,155,186,144,184,104,211,NaN,NaN
6005,156,186,143,183,104,211,NaN,NaN
6036,157,186,142,182,104,213,NaN,NaN
6068,157,185,143,185,104,212,NaN,NaN
6098,155,187,143,182,105,211,NaN,NaN
6130,154,187,142,181,103,214,NaN,NaN
6161,156,186,145,183,102,213,NaN,NaN
6193,156,187,142,183,103,213,NaN,NaN
6223,156,187,142,182,104,214,NaN,NaN
6255,155,187,142,184,104,213,NaN,NaN
6286,156,186,143,181,104,214,NaN,NaN
6317,157,187,143,183,104,213,NaN,NaN
6348,157,188,143,182,103,216,NaN,NaN
6379,156,189,142,182,103,216,NaN,NaN
6411,157,189,143,185,102,214,NaN,NaN
6441,157,188,142,183,103,216,NaN,NaN
6473,158,189,142,184,103,216,NaN,NaN
6504,158,189,142,183,104,215,NaN,NaN
6536,158,187,142,183,101,215,NaN,NaN
6566,158,188,140,181,102,215,NaN,NaN
6598,155,189,140,183,102,216,NaN,NaN
